%% LaTeX2e file `Gnom_worst.dat'
%% generated by the `filecontents' environment
%% from source `report' on 2019/11/16.
%%
 100 386612
 200 1197562
 300 2632503
 400 4648589
 500 7129986
 600 10339203
 700 13717497
 800 17604188
 900 23067462
 1000 27748485
