%% LaTeX2e file `Shell_best.dat'
%% generated by the `filecontents' environment
%% from source `report' on 2019/11/16.
%%
 100 13577
 200 34494
 300 60990
 400 80575
 500 99125
 600 133820
 700 154214
 800 173332
 900 197332
 1000 157747
