%% LaTeX2e file `Shell_worst.dat'
%% generated by the `filecontents' environment
%% from source `report' on 2019/11/16.
%%
 100 32601
 200 76995
 300 129692
 400 164619
 500 230048
 600 265233
 700 334282
 800 345377
 900 448265
 1000 457217
