%% LaTeX2e file `Shell_random.dat'
%% generated by the `filecontents' environment
%% from source `report' on 2019/11/16.
%%
 100 59134
 200 139994
 300 215931
 400 311772
 500 361400
 600 445444
 700 514780
 800 642633
 900 765237
 1000 779791
