%% LaTeX2e file `Optymize_Grape_un.dat'
%% generated by the `filecontents' environment
%% from source `report' on 2019/11/07.
%%
 101 0.049
 201 0.204
 301 0.491
 401 0.865
 501 1.409
 601 1.959
 701 2.877
