%% LaTeX2e file `Grape_un.dat'
%% generated by the `filecontents' environment
%% from source `report' on 2019/11/07.
%%
 101 2.368
 201 22.306
 301 88.246
 401 386.807
 501 1538.992
 601 7346.204
 701 14666.842
