%% LaTeX2e file `DamLevT2.dat'
%% generated by the `filecontents' environment
%% from source `report' on 2019/10/17.
%%
 10 0.07763
 20 0.25776
 30 0.5983
 40 1.39289
 60 4.85997
 80 13.00983
 100 24.0279
