%% LaTeX2e file `Thread_vinograd.dat'
%% generated by the `filecontents' environment
%% from source `document' on 2020/02/18.
%%
 1 28206558
 2 17397723
 4 10820406
 8 10697547
 16 9986480
 32 7553998
